# Experiment File Name : Plate_6.eds
# Created By :tlobnow@googlemail.com
# Last Modified Date : 2021-06-01 11:47:58 AM
# Instrument Type : QuantStudio 1 System

"Well","Sample Name","Target Name","Amp Score","Amp Status","Task","Cq","Cq Mean","Cq Standard Deviation","Quantity","Quantity Mean","Quantity Standard Deviation","Intercept","R-Squared","Slope","Efficiency","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Omit","Custom_1",
"C4","AA_0752 R","Unknown","1.405","Amp","UNKNOWN","31.724","31.946","0.236","-","-","-","-","-","-","-","true","0.093","true","3.0","27.0","false","",
"C5","AA_0752 R","Unknown","1.395","Amp","UNKNOWN","31.922","31.946","0.236","-","-","-","-","-","-","-","true","0.093","true","3.0","27.0","false","",
"C6","AA_0752 R","Unknown","1.398","Amp","UNKNOWN","32.193","31.946","0.236","-","-","-","-","-","-","-","true","0.093","true","3.0","29.0","false","",
"C7","AA_0806 R","Unknown","0.592","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","35.0","false","",
"C8","AA_0806 R","Unknown","0.662","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","34.0","false","",
"C9","AA_0806 R","Unknown","0.659","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","33.0","false","",
"C10","AA_0772","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"C11","AA_0772","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"C12","AA_0772","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"D1","1.95x10_3 tyz","Standard Curve","1.18","Amp","STANDARD","30.624","30.391","0.394","1953.0","-","-","42.4147","0.9911","-3.345","99.0461","true","0.046","true","3.0","28.0","false","",
"D2","1.95x10_3 tyz","Standard Curve","1.175","Amp","STANDARD","29.936","30.391","0.394","1953.0","-","-","42.4147","0.9911","-3.345","99.0461","true","0.046","true","3.0","27.0","false","",
"D3","1.95x10_3 tyz","Standard Curve","1.178","Amp","STANDARD","30.612","30.391","0.394","1953.0","-","-","42.4147","0.9911","-3.345","99.0461","true","0.046","true","3.0","27.0","false","",
"D4","AA_0753 R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"D5","AA_0753 R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"D6","AA_0753 R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"D7","AA_0807 R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"D8","AA_0807 R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"D9","AA_0807 R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"D10","AA_0714","Unknown","0.0","No Amp","UNKNOWN","Undetermined","36.402","0.525","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"D11","AA_0714","Unknown","0.988","Amp","UNKNOWN","36.774","36.402","0.525","-","-","-","-","-","-","-","true","0.093","true","3.0","33.0","false","",
"D12","AA_0714","Unknown","1.02","Amp","UNKNOWN","36.031","36.402","0.525","-","-","-","-","-","-","-","true","0.093","true","3.0","31.0","false","",
"E1","2.44x10_2 tyz","Standard Curve","1.295","Amp","STANDARD","33.729","34.213","0.695","244.0","-","-","42.4147","0.9911","-3.345","99.0461","true","0.046","true","3.0","31.0","false","",
"E2","2.44x10_2 tyz","Standard Curve","1.172","Amp","STANDARD","35.009","34.213","0.695","244.0","-","-","42.4147","0.9911","-3.345","99.0461","true","0.046","true","3.0","32.0","false","",
"E3","2.44x10_2 tyz","Standard Curve","1.281","Amp","STANDARD","33.902","34.213","0.695","244.0","-","-","42.4147","0.9911","-3.345","99.0461","true","0.046","true","3.0","29.0","false","",
"E4","AA_0754 I R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"E5","AA_0754 I R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"E6","AA_0754 I R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"E7","AA_0815 R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"E8","AA_0815 R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"E9","AA_0815 R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"E10","AA_0721","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"E11","AA_0721","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"E12","AA_0721","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"F1","3x10_1 tyz","Standard Curve","0.0","No Amp","STANDARD","Undetermined","-","-","30.0","-","-","42.4147","0.9911","-3.345","99.0461","true","0.046","true","3.0","39.0","false","",
"F2","3x10_1 tyz","Standard Curve","0.0","No Amp","STANDARD","Undetermined","-","-","30.0","-","-","42.4147","0.9911","-3.345","99.0461","true","0.046","true","3.0","39.0","false","",
"F3","3x10_1 tyz","Standard Curve","0.0","No Amp","STANDARD","Undetermined","-","-","30.0","-","-","42.4147","0.9911","-3.345","99.0461","true","0.046","true","3.0","39.0","false","",
"F4","AA_0754 II R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"F5","AA_0754 II R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"F6","AA_0754 II R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"F7","AA_0820 R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"F8","AA_0820 R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"F9","AA_0820 R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"F10","AA_0737 R","Unknown","0.546","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"F11","AA_0737 R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"F12","AA_0737 R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"G1","8 tyz","Standard Curve","0.0","No Amp","STANDARD","Undetermined","-","-","8.0","-","-","42.4147","0.9911","-3.345","99.0461","true","0.046","true","3.0","39.0","false","",
"G2","8 tyz","Standard Curve","0.0","No Amp","STANDARD","Undetermined","-","-","8.0","-","-","42.4147","0.9911","-3.345","99.0461","true","0.046","true","3.0","39.0","false","",
"G3","8 tyz","Standard Curve","0.0","No Amp","STANDARD","Undetermined","-","-","8.0","-","-","42.4147","0.9911","-3.345","99.0461","true","0.046","true","3.0","39.0","false","",
"G4","AA_0758 R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"G5","AA_0758 R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"G6","AA_0758 R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"G7","AA_0823 R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"G8","AA_0823 R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"G9","AA_0823 R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"G10","AA_0726 R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"G11","AA_0726 R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"G12","AA_0726 R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"H1","NTC","NTC","0.0","No Amp","NTC","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false","",
"H2","NTC","NTC","0.0","No Amp","NTC","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false","",
"H3","NTC","NTC","0.0","No Amp","NTC","Undetermined","-","-","-","-","-","-","-","-","-","true","0.2","true","3.0","39.0","false","",
"H4","AA_0762 R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"H5","AA_0762 R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"H6","AA_0762 R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"H7","AA_0827 R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","35.9","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"H8","AA_0827 R","Unknown","1.132","Amp","UNKNOWN","35.900","35.9","-","-","-","-","-","-","-","-","true","0.093","true","3.0","30.0","false","",
"H9","AA_0827 R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","35.9","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"H10","AA_683 R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"H11","AA_683 R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",
"H12","AA_683 R","Unknown","0.0","No Amp","UNKNOWN","Undetermined","-","-","-","-","-","-","-","-","-","true","0.093","true","3.0","39.0","false","",

