# Experiment File Name : Plate_5.eds
# Created By :tlobnow@googlemail.com
# Last Modified Date : 2021-05-27 04:43:54 PM
# Instrument Type : QuantStudio 1 System

"Experiment Name","Barcode","Well","Target Name","Sample Name","Rn","dRn","Omit","Cycle Number","Passive Ref",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","1.118","0.001","false","7.0","144126.73",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","1.117","-0.001","false","8.0","144276.0",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","1.115","-0.005","false","9.0","144673.6",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","1.121","-0.001","false","10.0","144726.39",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","1.129","0.005","false","11.0","144533.1",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","1.13","0.004","false","12.0","144432.17",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","1.128","0.0","false","13.0","144520.11",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","1.125","-0.005","false","14.0","144367.19",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","1.125","-0.007","false","15.0","144293.72",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","1.13","-0.004","false","16.0","144471.58",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","1.138","0.002","false","17.0","144349.02",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","1.145","0.007","false","18.0","144327.06",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","1.151","0.011","false","19.0","144720.97",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","1.177","0.035","false","20.0","144785.56",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","1.225","0.082","false","21.0","144839.47",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","1.307","0.162","false","22.0","144506.88",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","1.44","0.292","false","23.0","144342.94",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","1.657","0.507","false","24.0","144407.3",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","1.939","0.787","false","25.0","144486.48",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","2.286","1.133","false","26.0","144456.47",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","2.665","1.509","false","27.0","144554.95",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","3.043","1.886","false","28.0","144757.0",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","3.424","2.265","false","29.0","144499.88",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","3.776","2.615","false","30.0","144373.38",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","4.095","2.932","false","31.0","144448.92",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","4.4","3.234","false","32.0","144180.25",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","4.654","3.486","false","33.0","144143.3",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","4.848","3.679","false","34.0","144595.94",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","5.009","3.838","false","35.0","144797.02",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","5.132","3.959","false","36.0","145082.22",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","5.247","4.072","false","37.0","144800.78",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","5.338","4.161","false","38.0","144590.03",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","5.399","4.22","false","39.0","144476.38",
"Plate_5.eds","","A2","Standard Curve","1x10_6 tyz","5.442","4.261","false","40.0","144427.56",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","1.079","-0.009","false","1.0","132354.8",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","1.082","-0.007","false","2.0","132518.55",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","1.085","-0.005","false","3.0","132819.03",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","1.084","-0.007","false","4.0","133040.52",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","1.087","-0.005","false","5.0","133390.36",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","1.093","0.0","false","6.0","133612.08",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","1.101","0.007","false","7.0","133614.11",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","1.104","0.01","false","8.0","133819.39",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","1.102","0.007","false","9.0","133818.25",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","1.1","0.004","false","10.0","133747.02",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","1.098","0.001","false","11.0","133867.97",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","1.099","0.001","false","12.0","133875.19",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","1.098","-0.001","false","13.0","134132.89",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","1.094","-0.005","false","14.0","134214.58",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","1.093","-0.007","false","15.0","134382.19",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","1.103","0.001","false","16.0","134227.28",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","1.107","0.005","false","17.0","134136.95",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","1.117","0.014","false","18.0","134424.22",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","1.125","0.021","false","19.0","134567.95",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","1.15","0.045","false","20.0","134441.3",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","1.195","0.09","false","21.0","134316.64",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","1.284","0.177","false","22.0","134321.47",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","1.425","0.318","false","23.0","134377.08",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","1.643","0.535","false","24.0","134245.25",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","1.935","0.826","false","25.0","134068.95",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","2.291","1.181","false","26.0","134035.72",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","2.66","1.549","false","27.0","134383.3",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","3.058","1.946","false","28.0","134199.67",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","3.439","2.326","false","29.0","134053.31",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","3.788","2.675","false","30.0","134136.72",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","4.115","3.001","false","31.0","134144.56",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","4.396","3.28","false","32.0","134491.52",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","4.639","3.523","false","33.0","134616.58",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","4.848","3.731","false","34.0","134617.16",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","5.017","3.9","false","35.0","134735.45",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","5.162","4.044","false","36.0","134611.22",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","5.266","4.147","false","37.0","134369.81",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","5.347","4.227","false","38.0","134245.4",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","5.404","4.283","false","39.0","134355.02",
"Plate_5.eds","","A3","Standard Curve","1x10_6 tyz","5.454","4.332","false","40.0","134270.52",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.144","-0.011","false","1.0","116593.67",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.148","-0.007","false","2.0","116651.93",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.149","-0.007","false","3.0","116990.11",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.157","0.001","false","4.0","117099.69",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.162","0.006","false","5.0","117091.53",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.162","0.005","false","6.0","117235.62",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.162","0.004","false","7.0","117222.05",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.162","0.004","false","8.0","117197.85",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.162","0.004","false","9.0","117461.72",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.162","0.003","false","10.0","117739.21",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.162","0.002","false","11.0","117573.875",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.162","0.002","false","12.0","117462.45",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.165","0.004","false","13.0","117569.07",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.16","-0.001","false","14.0","117729.21",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.157","-0.004","false","15.0","117761.62",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.154","-0.008","false","16.0","117868.805",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.154","-0.009","false","17.0","117985.56",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.162","-0.001","false","18.0","117950.77",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.164","0.0","false","19.0","118000.45",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.161","-0.003","false","20.0","118051.94",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.161","-0.004","false","21.0","117985.23",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.165","0.0","false","22.0","117830.83",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.165","-0.001","false","23.0","117761.05",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.162","-0.005","false","24.0","117939.7",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.163","-0.004","false","25.0","117943.5",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.17","0.002","false","26.0","117884.05",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.162","-0.006","false","27.0","117869.28",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.162","-0.007","false","28.0","117681.6",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.168","-0.001","false","29.0","117626.0",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.172","0.002","false","30.0","117812.68",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.177","0.007","false","31.0","117497.15",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.18","0.009","false","32.0","117432.77",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.172","0.0","false","33.0","117829.875",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.164","-0.007","false","34.0","117934.27",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.164","-0.008","false","35.0","117969.83",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.174","0.001","false","36.0","117963.664",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.177","0.004","false","37.0","117887.336",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.18","0.006","false","38.0","117766.125",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.183","0.009","false","39.0","117666.51",
"Plate_5.eds","","A4","Unknown","AA_0788 R","1.184","0.009","false","40.0","117564.414",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.036","-0.014","false","1.0","131249.53",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.039","-0.012","false","2.0","131444.19",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.048","-0.003","false","3.0","131619.27",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.047","-0.005","false","4.0","132215.73",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.052","-0.001","false","5.0","132643.3",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.05","-0.003","false","6.0","132958.36",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.051","-0.003","false","7.0","132960.75",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.063","0.008","false","8.0","132859.73",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.063","0.007","false","9.0","132969.83",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.059","0.002","false","10.0","133178.06",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.055","-0.002","false","11.0","133165.72",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.055","-0.003","false","12.0","132958.06",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.057","-0.001","false","13.0","132831.36",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.06","0.001","false","14.0","132910.55",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.06","0.0","false","15.0","132849.27",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.06","-0.001","false","16.0","132713.77",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.06","-0.001","false","17.0","132626.66",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.065","0.003","false","18.0","132536.94",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.064","0.001","false","19.0","132578.66",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.064","0.001","false","20.0","132482.3",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.066","0.002","false","21.0","132384.44",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.066","0.001","false","22.0","132296.08",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.068","0.002","false","23.0","132122.73",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.071","0.005","false","24.0","132050.19",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.067","0.0","false","25.0","132203.5",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.064","-0.003","false","26.0","132169.4",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.063","-0.005","false","27.0","132140.8",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.064","-0.005","false","28.0","132102.64",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.067","-0.002","false","29.0","132011.02",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.073","0.003","false","30.0","131961.92",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.074","0.003","false","31.0","131907.33",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.073","0.002","false","32.0","131985.25",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.072","0.0","false","33.0","131991.78",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.072","0.0","false","34.0","132089.19",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.074","0.0","false","35.0","132006.0",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.075","0.001","false","36.0","131848.19",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.075","0.0","false","37.0","131741.89",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.074","-0.001","false","38.0","131763.4",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.072","-0.004","false","39.0","131961.34",
"Plate_5.eds","","A5","Unknown","AA_0788 R","1.076","-0.001","false","40.0","131960.0",
"Plate_5.eds","","A6","Unknown","AA_0788 R","0.983","-0.021","false","1.0","116307.18",
"Plate_5.eds","","A6","Unknown","AA_0788 R","0.992","-0.012","false","2.0","116397.49",
"Plate_5.eds","","A6","Unknown","AA_0788 R","0.996","-0.009","false","3.0","116303.875",
"Plate_5.eds","","A6","Unknown","AA_0788 R","0.997","-0.009","false","4.0","116240.61",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.003","-0.003","false","5.0","116301.29",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.008","0.002","false","6.0","116182.32",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.01","0.003","false","7.0","116158.68",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.006","-0.002","false","8.0","116357.19",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.006","-0.002","false","9.0","116277.836",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.013","0.005","false","10.0","116271.7",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.011","0.002","false","11.0","116546.305",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.011","0.001","false","12.0","116447.41",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.007","-0.003","false","13.0","116303.0",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.009","-0.002","false","14.0","116119.82",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.02","0.008","false","15.0","116097.555",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.02","0.008","false","16.0","116315.445",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.018","0.005","false","17.0","116274.15",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.016","0.003","false","18.0","116176.57",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.015","0.001","false","19.0","116076.33",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.014","0.0","false","20.0","115997.18",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.014","-0.001","false","21.0","115912.7",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.018","0.002","false","22.0","115845.5",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.022","0.006","false","23.0","115754.45",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.018","0.001","false","24.0","115820.35",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.012","-0.005","false","25.0","116165.76",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.015","-0.003","false","26.0","116187.164",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.022","0.004","false","27.0","116163.2",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.019","0.001","false","28.0","116293.13",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.018","-0.002","false","29.0","116283.89",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.022","0.003","false","30.0","116003.93",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.023","0.002","false","31.0","116001.484",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.019","-0.002","false","32.0","116343.664",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.02","-0.002","false","33.0","116206.45",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.024","0.002","false","34.0","116132.945",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.023","0.0","false","35.0","116238.734",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.021","-0.002","false","36.0","116249.08",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.019","-0.005","false","37.0","116362.43",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.021","-0.003","false","38.0","116326.74",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.021","-0.004","false","39.0","116270.73",
"Plate_5.eds","","A6","Unknown","AA_0788 R","1.021","-0.004","false","40.0","116205.36",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.013","-0.019","false","1.0","130663.08",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.018","-0.014","false","2.0","130830.26",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.025","-0.008","false","3.0","131458.16",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.034","0.0","false","4.0","131818.83",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.04","0.006","false","5.0","132982.05",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.037","0.002","false","6.0","133142.81",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.035","0.0","false","7.0","133238.78",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.039","0.003","false","8.0","133761.23",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.037","0.0","false","9.0","133744.03",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.036","0.0","false","10.0","133633.25",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.041","0.003","false","11.0","133865.98",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.04","0.002","false","12.0","134249.98",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.035","-0.003","false","13.0","134210.08",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.031","-0.008","false","14.0","134322.75",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.031","-0.009","false","15.0","134513.53",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.038","-0.002","false","16.0","134675.66",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.039","-0.001","false","17.0","134934.78",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.04","-0.001","false","18.0","134642.92",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.049","0.007","false","19.0","133356.12",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.05","0.007","false","20.0","132896.67",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.046","0.003","false","21.0","132755.22",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.044","0.001","false","22.0","132677.7",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.042","-0.002","false","23.0","132883.14",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.047","0.002","false","24.0","132786.22",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.049","0.004","false","25.0","132591.53",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.046","0.0","false","26.0","132505.98",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.043","-0.003","false","27.0","132716.14",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.047","0.0","false","28.0","132675.95",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.045","-0.003","false","29.0","132690.25",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.045","-0.003","false","30.0","132592.14",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.051","0.002","false","31.0","132560.22",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.052","0.003","false","32.0","132438.2",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.052","0.002","false","33.0","132444.38",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.048","-0.002","false","34.0","132699.42",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.048","-0.003","false","35.0","132694.61",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.05","-0.002","false","36.0","132803.66",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.05","-0.001","false","37.0","132699.88",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.055","0.002","false","38.0","132565.28",
"Plate_5.eds","","A7","Unknown","AA_0702 R","1.053","0.0","false","39.0","132500.1",
