# Experiment File Name : Plate2_NQ.eds
# Created By :tlobnow@googlemail.com
# Last Modified Date : 2021-03-09 12:29:31 PM
# Instrument Type : QuantStudio 1 System

"Experiment Name","Barcode","Well","Target Name","Sample Name","Rn","dRn","Omit","Cycle Number","Passive Ref",
"Plate2_NQ.eds","","A1","Standard Curve","10_7","4.717","3.194","false","29.0","116144.9",
"Plate2_NQ.eds","","A1","Standard Curve","10_7","5.128","3.606","false","30.0","115992.914",
"Plate2_NQ.eds","","A1","Standard Curve","10_7","5.5","3.978","false","31.0","115872.09",
"Plate2_NQ.eds","","A1","Standard Curve","10_7","5.829","4.307","false","32.0","115749.24",
"Plate2_NQ.eds","","A1","Standard Curve","10_7","6.119","4.598","false","33.0","115662.43",
"Plate2_NQ.eds","","A1","Standard Curve","10_7","6.336","4.815","false","34.0","115912.82",
"Plate2_NQ.eds","","A1","Standard Curve","10_7","6.518","4.997","false","35.0","116040.51",
"Plate2_NQ.eds","","A1","Standard Curve","10_7","6.681","5.161","false","36.0","116050.87",
"Plate2_NQ.eds","","A1","Standard Curve","10_7","6.823","5.303","false","37.0","115998.875",
"Plate2_NQ.eds","","A1","Standard Curve","10_7","6.927","5.407","false","38.0","116093.9",
"Plate2_NQ.eds","","A1","Standard Curve","10_7","7.0","5.481","false","39.0","116254.71",
"Plate2_NQ.eds","","A1","Standard Curve","10_7","7.043","5.524","false","40.0","116610.54",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","1.538","-0.008","false","1.0","120525.56",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","1.537","-0.01","false","2.0","120782.945",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","1.55","0.003","false","3.0","121141.336",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","1.549","0.002","false","4.0","121580.63",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","1.551","0.002","false","5.0","121361.12",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","1.549","0.0","false","6.0","121236.24",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","1.548","-0.001","false","7.0","121353.86",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","1.555","0.006","false","8.0","121399.13",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","1.546","-0.004","false","9.0","121750.64",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","1.544","-0.007","false","10.0","121770.19",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","1.548","-0.003","false","11.0","121688.64",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","1.546","-0.005","false","12.0","121830.27",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","1.548","-0.005","false","13.0","122022.484",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","1.553","0.0","false","14.0","122182.27",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","1.556","0.003","false","15.0","122102.67",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","1.564","0.01","false","16.0","122006.69",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","1.569","0.015","false","17.0","122142.414",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","1.588","0.033","false","18.0","122171.945",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","1.611","0.055","false","19.0","122129.6",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","1.658","0.102","false","20.0","122361.195",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","1.737","0.181","false","21.0","122358.49",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","1.897","0.34","false","22.0","122336.61",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","2.151","0.593","false","23.0","122275.7",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","2.489","0.931","false","24.0","122398.1",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","2.903","1.344","false","25.0","122326.234",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","3.386","1.827","false","26.0","122124.35",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","3.875","2.316","false","27.0","121950.61",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","4.354","2.794","false","28.0","121896.17",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","4.787","3.226","false","29.0","122097.31",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","5.203","3.642","false","30.0","122031.08",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","5.576","4.015","false","31.0","122046.33",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","5.881","4.319","false","32.0","122375.78",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","6.176","4.613","false","33.0","122260.7",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","6.422","4.859","false","34.0","122068.38",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","6.624","5.06","false","35.0","121984.78",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","6.776","5.212","false","36.0","122188.88",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","6.902","5.337","false","37.0","122211.64",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","7.008","5.443","false","38.0","122172.56",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","7.086","5.521","false","39.0","122361.766",
"Plate2_NQ.eds","","A2","Standard Curve","10_7","7.155","5.589","false","40.0","122303.39",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","1.45","-0.007","false","1.0","112853.91",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","1.449","-0.009","false","2.0","113046.9",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","1.456","-0.002","false","3.0","113586.03",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","1.465","0.005","false","4.0","113797.99",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","1.466","0.005","false","5.0","113872.55",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","1.463","0.001","false","6.0","114425.38",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","1.46","-0.003","false","7.0","114666.516",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","1.461","-0.003","false","8.0","114630.59",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","1.461","-0.004","false","9.0","114771.1",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","1.463","-0.003","false","10.0","114673.74",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","1.464","-0.002","false","11.0","114519.336",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","1.468","0.0","false","12.0","114419.76",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","1.471","0.002","false","13.0","114550.94",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","1.471","0.002","false","14.0","114686.54",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","1.471","0.001","false","15.0","114690.375",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","1.473","0.001","false","16.0","115014.09",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","1.478","0.006","false","17.0","115023.49",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","1.498","0.025","false","18.0","114941.31",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","1.524","0.05","false","19.0","115111.49",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","1.577","0.102","false","20.0","115047.27",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","1.661","0.185","false","21.0","115087.71",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","1.821","0.344","false","22.0","115206.96",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","2.076","0.598","false","23.0","115186.125",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","2.427","0.948","false","24.0","115342.086",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","2.856","1.376","false","25.0","115443.67",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","3.329","1.848","false","26.0","115477.83",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","3.823","2.341","false","27.0","115381.35",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","4.312","2.829","false","28.0","115306.19",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","4.767","3.284","false","29.0","115254.25",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","5.187","3.702","false","30.0","115134.414",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","5.556","4.07","false","31.0","115186.51",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","5.889","4.402","false","32.0","115271.45",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","6.185","4.698","false","33.0","115301.95",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","6.406","4.917","false","34.0","115511.21",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","6.608","5.118","false","35.0","115388.28",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","6.782","5.292","false","36.0","115141.95",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","6.939","5.447","false","37.0","115006.74",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","7.042","5.55","false","38.0","115169.555",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","7.117","5.623","false","39.0","115423.57",
"Plate2_NQ.eds","","A3","Standard Curve","10_7","7.16","5.665","false","40.0","115745.19",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","1.603","-0.004","false","1.0","118118.97",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","1.601","-0.006","false","2.0","118393.04",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","1.6","-0.007","false","3.0","118809.23",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","1.599","-0.009","false","4.0","118988.95",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","1.605","-0.003","false","5.0","118960.5",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","1.61","0.001","false","6.0","119086.86",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","1.611","0.002","false","7.0","119040.14",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","1.612","0.003","false","8.0","118958.375",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","1.609","0.0","false","9.0","119053.59",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","1.609","-0.001","false","10.0","118988.79",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","1.608","-0.002","false","11.0","118993.4",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","1.612","0.001","false","12.0","119002.58",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","1.621","0.011","false","13.0","118925.89",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","1.62","0.009","false","14.0","118957.734",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","1.612","0.001","false","15.0","118920.01",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","1.609","-0.003","false","16.0","118995.08",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","1.615","0.004","false","17.0","118687.04",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","1.618","0.006","false","18.0","118529.19",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","1.619","0.007","false","19.0","118569.6",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","1.616","0.003","false","20.0","118597.56",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","1.61","-0.003","false","21.0","118583.13",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","1.607","-0.006","false","22.0","118601.37",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","1.61","-0.004","false","23.0","118502.484",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","1.61","-0.004","false","24.0","118421.75",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","1.608","-0.006","false","25.0","118435.53",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","1.612","-0.002","false","26.0","118189.35",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","1.615","0.001","false","27.0","118081.734",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","1.627","0.012","false","28.0","118087.85",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","1.644","0.029","false","29.0","117789.43",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","1.663","0.047","false","30.0","117654.266",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","1.696","0.08","false","31.0","117586.39",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","1.767","0.151","false","32.0","117537.63",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","1.896","0.28","false","33.0","117515.11",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","2.096","0.48","false","34.0","117505.04",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","2.382","0.765","false","35.0","117573.33",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","2.733","1.115","false","36.0","117526.24",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","3.142","1.525","false","37.0","117391.234",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","3.555","1.937","false","38.0","117367.78",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","3.963","2.345","false","39.0","117404.195",
"Plate2_NQ.eds","","A4","Unknown","AA_0804","4.288","2.67","false","40.0","117397.49",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","1.488","-0.008","false","1.0","115966.39",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","1.488","-0.009","false","2.0","116273.95",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","1.489","-0.008","false","3.0","117068.336",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","1.488","-0.01","false","4.0","117510.01",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","1.491","-0.008","false","5.0","117537.51",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","1.498","-0.001","false","6.0","117578.11",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","1.506","0.006","false","7.0","117286.65",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","1.514","0.014","false","8.0","117235.97",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","1.505","0.003","false","9.0","117701.69",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","1.499","-0.003","false","10.0","117781.36",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","1.496","-0.007","false","11.0","117985.06",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","1.506","0.003","false","12.0","117752.39",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","1.509","0.005","false","13.0","117556.79",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","1.509","0.004","false","14.0","117515.74",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","1.51","0.005","false","15.0","117544.28",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","1.511","0.005","false","16.0","117513.28",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","1.513","0.007","false","17.0","117664.99",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","1.513","0.006","false","18.0","117498.28",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","1.512","0.004","false","19.0","117372.84",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","1.507","-0.002","false","20.0","117461.61",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","1.506","-0.003","false","21.0","117352.37",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","1.507","-0.002","false","22.0","117245.04",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","1.504","-0.006","false","23.0","117342.52",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","1.502","-0.009","false","24.0","117342.586",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","1.504","-0.008","false","25.0","117228.01",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","1.513","0.001","false","26.0","117052.8",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","1.516","0.003","false","27.0","116972.87",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","1.52","0.007","false","28.0","117155.42",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","1.529","0.015","false","29.0","117169.99",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","1.553","0.038","false","30.0","117049.266",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","1.588","0.073","false","31.0","116945.33",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","1.667","0.151","false","32.0","116935.96",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","1.8","0.284","false","33.0","116683.53",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","2.007","0.489","false","34.0","116499.0",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","2.301","0.783","false","35.0","116423.77",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","2.664","1.145","false","36.0","116502.875",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","3.08","1.561","false","37.0","116458.16",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","3.497","1.978","false","38.0","116483.37",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","3.909","2.388","false","39.0","116535.61",
"Plate2_NQ.eds","","A5","Unknown","AA_0804","4.235","2.714","false","40.0","116467.664",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.433","-0.011","false","1.0","121995.27",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.433","-0.012","false","2.0","122362.22",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.441","-0.004","false","3.0","123015.97",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.451","0.005","false","4.0","123248.29",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.452","0.006","false","5.0","123311.734",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.447","0.001","false","6.0","123914.79",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.444","-0.003","false","7.0","124320.734",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.443","-0.003","false","8.0","124255.39",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.446","-0.001","false","9.0","124154.625",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.447","0.0","false","10.0","124118.57",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.448","0.0","false","11.0","124237.586",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.449","0.001","false","12.0","124273.43",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.446","-0.003","false","13.0","124258.09",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.444","-0.005","false","14.0","124277.37",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.445","-0.004","false","15.0","124300.516",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.449","0.0","false","16.0","124064.836",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.453","0.003","false","17.0","123900.61",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.453","0.003","false","18.0","123923.94",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.456","0.006","false","19.0","123843.625",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.452","0.002","false","20.0","123890.016",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.45","-0.001","false","21.0","123797.77",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.448","-0.003","false","22.0","123809.15",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.45","-0.001","false","23.0","123839.0",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.455","0.003","false","24.0","123814.58",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.452","0.0","false","25.0","123788.0",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.452","-0.001","false","26.0","123718.47",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.462","0.009","false","27.0","123438.08",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.48","0.027","false","28.0","123101.79",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.491","0.038","false","29.0","123005.28",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.495","0.042","false","30.0","123226.164",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.522","0.068","false","31.0","123120.086",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.583","0.129","false","32.0","122923.336",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.684","0.229","false","33.0","122820.01",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","1.855","0.4","false","34.0","122850.445",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","2.117","0.661","false","35.0","122622.95",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","2.472","1.016","false","36.0","122472.8",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","2.885","1.429","false","37.0","122361.13",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","3.313","1.856","false","38.0","122092.305",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","3.732","2.276","false","39.0","122096.336",
"Plate2_NQ.eds","","A6","Unknown","AA_0804","4.055","2.598","false","40.0","122599.7",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.107","-0.001","false","1.0","129391.86",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.105","-0.003","false","2.0","129782.98",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.108","0.0","false","3.0","130291.14",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.108","0.0","false","4.0","130408.79",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.106","-0.002","false","5.0","130352.71",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.105","-0.004","false","6.0","130496.125",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.11","0.001","false","7.0","130485.78",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.113","0.004","false","8.0","130351.31",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.114","0.005","false","9.0","130331.61",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.112","0.002","false","10.0","130515.914",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.111","0.001","false","11.0","130567.88",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.112","0.002","false","12.0","130566.88",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.107","-0.003","false","13.0","130499.88",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.106","-0.004","false","14.0","130426.92",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.109","-0.002","false","15.0","130189.7",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.11","0.0","false","16.0","130056.55",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.109","-0.002","false","17.0","130057.48",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.11","-0.001","false","18.0","129731.46",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.111","0.0","false","19.0","129649.24",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.107","-0.004","false","20.0","129921.16",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.109","-0.003","false","21.0","129689.94",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.11","-0.002","false","22.0","129520.3",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.111","-0.001","false","23.0","129456.914",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.113","0.001","false","24.0","129451.2",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.112","0.0","false","25.0","129583.58",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.119","0.006","false","26.0","128911.836",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.118","0.005","false","27.0","128705.695",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.116","0.003","false","28.0","128817.47",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.117","0.003","false","29.0","128979.164",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.114","0.001","false","30.0","129031.195",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.117","0.003","false","31.0","128505.66",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.116","0.002","false","32.0","128438.42",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.112","-0.002","false","33.0","128735.0",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.112","-0.002","false","34.0","128765.445",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.117","0.002","false","35.0","128698.88",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.115","0.0","false","36.0","128678.09",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.113","-0.002","false","37.0","128743.05",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.113","-0.002","false","38.0","128507.48",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.114","-0.002","false","39.0","128451.15",
"Plate2_NQ.eds","","A7","Unknown","AA_0740","1.115","-0.001","false","40.0","128567.74",
"Plate2_NQ.eds","","A8","Unknown","AA_0740","1.107","-0.003","false","1.0","133633.55",
"Plate2_NQ.eds","","A8","Unknown","AA_0740","1.104","-0.006","false","2.0","133942.7",
"Plate2_NQ.eds","","A8","Unknown","AA_0740","1.113","0.002","false","3.0","133948.05",
"Plate2_NQ.eds","","A8","Unknown","AA_0740","1.114","0.003","false","4.0","133818.06",
